nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak,jenis_encoded,Prioritas,Prioritas_encoded,Prioritas_Prediksi,Prioritas_Prediksi_encoded
KTRK-100948,PT Mitra Satu Tbk,Pengembangan,1015,2024-01-13 0:00:00,2026-10-24 0:00:00,298484285,2,Rendah,0,Rendah,0
KTRK-100949,PT Digikarya Tbk,Maintenance,238,2023-04-03 0:00:00,2023-11-27 0:00:00,388777469,0,Sedang,1,Rendah,0
KTRK-100950,PT Aksara Teknologi Solusindo,Maintenance,353,2023-10-23 0:00:00,2024-10-10 0:00:00,299025273,0,Sedang,1,Rendah,0
KTRK-100951,PT Koneksi Global Corp,Pembelian,692,2023-05-04 0:00:00,2025-03-26 0:00:00,174380514,1,Rendah,0,Rendah,0
KTRK-100952,PT Indoinovasi Solusindo,Pembelian,1026,2024-01-13 0:00:00,2026-11-04 0:00:00,332931029,1,Rendah,0,Rendah,0
KTRK-100953,PT Sibernetika Group,Pengembangan,621,2024-01-25 0:00:00,2025-10-07 0:00:00,263227232,2,Rendah,0,Rendah,0
KTRK-100954,PT Mitra Satu Systems,Maintenance,796,2023-11-15 0:00:00,2026-01-19 0:00:00,382966549,0,Sedang,1,Sedang,1
KTRK-100955,PT Aksara Teknologi Systems,Pembelian,1057,2023-09-02 0:00:00,2026-07-25 0:00:00,490791753,1,Rendah,0,Rendah,0
KTRK-100956,PT Komputasi Utama Systems,Maintenance,823,2023-02-25 0:00:00,2025-05-28 0:00:00,291652431,0,Sedang,1,Sedang,1
KTRK-100957,PT Indoinovasi Corp,Pembelian,1050,2024-12-11 0:00:00,2027-10-27 0:00:00,481905130,1,Rendah,0,Rendah,0
KTRK-100958,PT NetSol Solusindo,Pengembangan,227,2023-04-03 0:00:00,2023-11-16 0:00:00,111500190,2,Rendah,0,Rendah,0
KTRK-100959,PT Solusi Digital Group,Pembelian,373,2023-11-30 0:00:00,2024-12-07 0:00:00,445906215,1,Rendah,0,Rendah,0
KTRK-100960,PT NetSol Corp,Pembelian,665,2024-11-15 0:00:00,2026-09-11 0:00:00,230593423,1,Rendah,0,Rendah,0
KTRK-100961,PT Komputasi Utama Systems,Pembelian,494,2024-02-26 0:00:00,2025-07-04 0:00:00,208411682,1,Rendah,0,Rendah,0
KTRK-100962,PT Mitra Satu Solusindo,Pengembangan,716,2024-12-23 0:00:00,2026-12-09 0:00:00,271805231,2,Rendah,0,Rendah,0
KTRK-100963,PT Aksara Teknologi Corp,Maintenance,741,2024-02-16 0:00:00,2026-02-26 0:00:00,288154187,0,Sedang,1,Sedang,1
KTRK-100964,PT BitData Corp,Maintenance,410,2024-01-21 0:00:00,2025-03-06 0:00:00,315789649,0,Sedang,1,Sedang,1
KTRK-100965,PT Indoinovasi Systems,Pengembangan,288,2023-08-04 0:00:00,2024-05-18 0:00:00,175330157,2,Rendah,0,Rendah,0
KTRK-100966,PT Digikarya Tbk,Maintenance,573,2024-10-26 0:00:00,2026-05-22 0:00:00,254642093,0,Sedang,1,Sedang,1
KTRK-100967,PT Indoinovasi Systems,Pengembangan,511,2024-09-06 0:00:00,2026-01-30 0:00:00,173190230,2,Rendah,0,Rendah,0
KTRK-100968,PT Solusi Digital Solusindo,Pembelian,906,2023-03-31 0:00:00,2025-09-22 0:00:00,415429981,1,Rendah,0,Rendah,0
KTRK-100969,PT NetSol Tbk,Maintenance,225,2023-10-25 0:00:00,2024-06-06 0:00:00,277702808,0,Sedang,1,Rendah,0
KTRK-100970,PT Aksara Teknologi Solusindo,Pembelian,267,2024-03-14 0:00:00,2024-12-06 0:00:00,241303388,1,Rendah,0,Rendah,0
KTRK-100971,PT Digikarya Systems,Maintenance,712,2024-07-08 0:00:00,2026-06-20 0:00:00,259761930,0,Sedang,1,Sedang,1
KTRK-100972,PT BitData Solusindo,Pengembangan,416,2024-11-29 0:00:00,2026-01-19 0:00:00,294191623,2,Rendah,0,Rendah,0
KTRK-100973,PT Komputasi Utama Internasional,Maintenance,501,2023-10-20 0:00:00,2025-03-04 0:00:00,388774225,0,Sedang,1,Rendah,0
KTRK-100974,PT Inovasi Digital Group,Maintenance,851,2023-11-17 0:00:00,2026-03-17 0:00:00,202601594,0,Sedang,1,Sedang,1
KTRK-100975,PT Teknologi Nusantara Internasional,Pengembangan,953,2024-12-02 0:00:00,2027-07-13 0:00:00,457727326,2,Rendah,0,Rendah,0
KTRK-100976,PT Indoinovasi Group,Maintenance,665,2024-01-08 0:00:00,2025-11-03 0:00:00,107745978,0,Sedang,1,Sedang,1
KTRK-100977,PT BitData Corp,Pengembangan,635,2024-02-03 0:00:00,2025-10-30 0:00:00,190630352,2,Rendah,0,Rendah,0
KTRK-100978,PT Sibernetika Systems,Pengembangan,296,2023-02-01 0:00:00,2023-11-24 0:00:00,295264678,2,Rendah,0,Rendah,0
KTRK-100979,PT BitData Tbk,Pembelian,589,2023-11-02 0:00:00,2025-06-13 0:00:00,163574749,1,Rendah,0,Rendah,0
KTRK-100980,PT Indoinovasi Corp,Pengembangan,1086,2024-11-10 0:00:00,2027-11-01 0:00:00,313763450,2,Rendah,0,Rendah,0
KTRK-100981,PT Koneksi Global Internasional,Pembelian,360,2023-05-26 0:00:00,2024-05-20 0:00:00,405711887,1,Rendah,0,Rendah,0
KTRK-100982,PT Teknologi Nusantara Solusindo,Pengembangan,936,2023-07-05 0:00:00,2026-01-26 0:00:00,153903581,2,Rendah,0,Rendah,0
KTRK-100983,PT Solusi Digital Solusindo,Pembelian,590,2023-01-15 0:00:00,2024-08-27 0:00:00,384455790,1,Rendah,0,Rendah,0
KTRK-100984,PT BitData Systems,Pembelian,688,2023-10-01 0:00:00,2025-08-19 0:00:00,349532765,1,Rendah,0,Rendah,0
KTRK-100985,PT Aksara Teknologi Solusindo,Maintenance,616,2023-08-05 0:00:00,2025-04-12 0:00:00,188088075,0,Sedang,1,Sedang,1
KTRK-100986,PT Solusi Digital Internasional,Maintenance,287,2023-10-05 0:00:00,2024-07-18 0:00:00,159346611,0,Sedang,1,Rendah,0
KTRK-100987,PT Koneksi Global Solusindo,Pengembangan,964,2024-03-02 0:00:00,2026-10-22 0:00:00,362696126,2,Rendah,0,Rendah,0
KTRK-100988,PT Cakrawala Teknologi Solusindo,Pengembangan,319,2023-12-11 0:00:00,2024-10-25 0:00:00,132661294,2,Rendah,0,Rendah,0
KTRK-100989,PT Digikarya Internasional,Pengembangan,933,2023-04-16 0:00:00,2025-11-04 0:00:00,394017364,2,Rendah,0,Rendah,0
KTRK-100990,PT Indoinovasi Internasional,Pembelian,671,2024-05-10 0:00:00,2026-03-12 0:00:00,161390763,1,Rendah,0,Rendah,0
KTRK-100991,PT Indoinovasi Internasional,Pengembangan,673,2024-04-10 0:00:00,2026-02-12 0:00:00,207250460,2,Rendah,0,Rendah,0
KTRK-100992,PT Aksara Teknologi Systems,Pembelian,780,2023-12-27 0:00:00,2026-02-14 0:00:00,269581521,1,Rendah,0,Rendah,0
KTRK-100993,PT BitData Internasional,Pengembangan,460,2024-01-13 0:00:00,2025-04-17 0:00:00,105855691,2,Rendah,0,Rendah,0
KTRK-100994,PT BitData Group,Pengembangan,732,2023-12-16 0:00:00,2025-12-17 0:00:00,412310802,2,Rendah,0,Rendah,0
KTRK-100995,PT Komputasi Utama Systems,Maintenance,419,2024-05-14 0:00:00,2025-07-07 0:00:00,313029010,0,Sedang,1,Sedang,1
KTRK-100996,PT Komputasi Utama Internasional,Pembelian,343,2024-04-11 0:00:00,2025-03-20 0:00:00,119361637,1,Rendah,0,Rendah,0
KTRK-100997,PT Teknologi Nusantara Tbk,Pembelian,901,2024-08-20 0:00:00,2027-02-07 0:00:00,194471064,1,Rendah,0,Rendah,0
KTRK-100998,PT Koneksi Global Internasional,Maintenance,504,2023-10-06 0:00:00,2025-02-21 0:00:00,440729808,0,Sedang,1,Rendah,0
KTRK-100999,PT Solusi Digital Internasional,Pembelian,415,2024-02-22 0:00:00,2025-04-12 0:00:00,338515680,1,Rendah,0,Rendah,0
KTRK-101000,PT Digikarya Systems,Maintenance,787,2023-08-15 0:00:00,2025-10-10 0:00:00,266557959,0,Sedang,1,Sedang,1
KTRK-101001,PT BitData Internasional,Pengembangan,283,2024-05-12 0:00:00,2025-02-19 0:00:00,197207455,2,Rendah,0,Rendah,0
KTRK-101002,PT Solusi Digital Internasional,Pengembangan,193,2024-07-12 0:00:00,2025-01-21 0:00:00,112301315,2,Rendah,0,Rendah,0
KTRK-101003,PT Komputasi Utama Group,Maintenance,1018,2023-09-06 0:00:00,2026-06-20 0:00:00,226446806,0,Sedang,1,Sedang,1
KTRK-101004,PT Komputasi Utama Group,Maintenance,1027,2023-07-17 0:00:00,2026-05-09 0:00:00,182033704,0,Sedang,1,Rendah,0
KTRK-101005,PT BitData Systems,Maintenance,371,2024-09-23 0:00:00,2025-09-29 0:00:00,220109202,0,Sedang,1,Rendah,0
KTRK-101006,PT Sibernetika Corp,Pembelian,463,2024-08-30 0:00:00,2025-12-06 0:00:00,236683712,1,Rendah,0,Rendah,0
KTRK-101007,PT Sibernetika Corp,Pengembangan,997,2023-12-06 0:00:00,2026-08-29 0:00:00,155697708,2,Rendah,0,Rendah,0
KTRK-101008,PT NetSol Group,Pengembangan,277,2023-01-19 0:00:00,2023-10-23 0:00:00,333015988,2,Rendah,0,Rendah,0
KTRK-101009,PT NetSol Tbk,Pengembangan,1031,2024-09-15 0:00:00,2027-07-13 0:00:00,106656476,2,Rendah,0,Rendah,0
KTRK-101010,PT BitData Tbk,Maintenance,793,2023-05-28 0:00:00,2025-07-29 0:00:00,401395707,0,Sedang,1,Sedang,1
KTRK-101011,PT Digikarya Corp,Pembelian,960,2023-06-13 0:00:00,2026-01-28 0:00:00,127766663,1,Rendah,0,Rendah,0
KTRK-101012,PT Indoinovasi Internasional,Maintenance,786,2023-06-29 0:00:00,2025-08-23 0:00:00,306771449,0,Sedang,1,Sedang,1
KTRK-101013,PT Aksara Teknologi Systems,Maintenance,559,2024-12-29 0:00:00,2026-07-11 0:00:00,322386545,0,Sedang,1,Sedang,1
KTRK-101014,PT Inovasi Digital Group,Pengembangan,520,2024-03-30 0:00:00,2025-09-01 0:00:00,425733563,2,Rendah,0,Rendah,0
KTRK-101015,PT NetSol Solusindo,Pembelian,181,2023-06-30 0:00:00,2023-12-28 0:00:00,354536377,1,Rendah,0,Rendah,0
KTRK-101016,PT Teknologi Nusantara Group,Pembelian,465,2024-07-01 0:00:00,2025-10-09 0:00:00,217435934,1,Rendah,0,Rendah,0
KTRK-101017,PT Sibernetika Tbk,Maintenance,575,2023-10-03 0:00:00,2025-04-30 0:00:00,359536359,0,Sedang,1,Sedang,1
KTRK-101018,PT BitData Solusindo,Maintenance,586,2023-06-13 0:00:00,2025-01-19 0:00:00,432466899,0,Sedang,1,Rendah,0
KTRK-101019,PT Aksara Teknologi Group,Maintenance,928,2023-10-25 0:00:00,2026-05-10 0:00:00,145092061,0,Sedang,1,Sedang,1
KTRK-101020,PT BitData Systems,Maintenance,274,2023-09-10 0:00:00,2024-06-10 0:00:00,356074533,0,Sedang,1,Rendah,0
KTRK-101021,PT Koneksi Global Internasional,Pengembangan,774,2024-05-25 0:00:00,2026-07-08 0:00:00,298444175,2,Rendah,0,Rendah,0
KTRK-101022,PT NetSol Tbk,Pengembangan,909,2024-12-25 0:00:00,2027-06-22 0:00:00,478298784,2,Rendah,0,Rendah,0
KTRK-101023,PT Mitra Satu Group,Pembelian,1036,2024-08-10 0:00:00,2027-06-12 0:00:00,317975248,1,Rendah,0,Rendah,0
KTRK-101024,PT Aksara Teknologi Corp,Maintenance,185,2023-12-13 0:00:00,2024-06-15 0:00:00,457735393,0,Sedang,1,Rendah,0
KTRK-101025,PT Solusi Digital Corp,Pembelian,1081,2023-10-18 0:00:00,2026-10-03 0:00:00,495877935,1,Rendah,0,Rendah,0
KTRK-101026,PT Indoinovasi Group,Pengembangan,184,2023-09-29 0:00:00,2024-03-31 0:00:00,443977566,2,Rendah,0,Rendah,0
KTRK-101027,PT Mitra Satu Solusindo,Pengembangan,675,2024-06-15 0:00:00,2026-04-21 0:00:00,351399865,2,Rendah,0,Rendah,0
KTRK-101028,PT NetSol Group,Pengembangan,588,2023-03-25 0:00:00,2024-11-02 0:00:00,393914526,2,Rendah,0,Rendah,0
KTRK-101029,PT Digikarya Internasional,Pembelian,955,2024-01-08 0:00:00,2026-08-20 0:00:00,155472722,1,Rendah,0,Rendah,0
KTRK-101030,PT Koneksi Global Solusindo,Maintenance,261,2023-08-06 0:00:00,2024-04-23 0:00:00,415195865,0,Sedang,1,Rendah,0
KTRK-101031,PT Mitra Satu Corp,Pengembangan,194,2023-02-09 0:00:00,2023-08-22 0:00:00,256481047,2,Rendah,0,Rendah,0
KTRK-101032,PT Mitra Satu Solusindo,Maintenance,686,2023-06-03 0:00:00,2025-04-19 0:00:00,493726611,0,Sedang,1,Sedang,1
KTRK-101033,PT NetSol Tbk,Maintenance,527,2024-09-10 0:00:00,2026-02-19 0:00:00,152221798,0,Sedang,1,Sedang,1
KTRK-101034,PT Digikarya Solusindo,Pengembangan,430,2024-09-24 0:00:00,2025-11-28 0:00:00,239911624,2,Rendah,0,Rendah,0
KTRK-101035,PT BitData Group,Maintenance,701,2023-07-15 0:00:00,2025-06-15 0:00:00,403063601,0,Sedang,1,Sedang,1
KTRK-101036,PT BitData Solusindo,Pengembangan,655,2024-07-19 0:00:00,2026-05-05 0:00:00,371074820,2,Rendah,0,Rendah,0
KTRK-101037,PT Koneksi Global Internasional,Maintenance,624,2024-12-17 0:00:00,2026-09-02 0:00:00,308627627,0,Sedang,1,Sedang,1
KTRK-101038,PT Mitra Satu Internasional,Pembelian,916,2023-07-18 0:00:00,2026-01-19 0:00:00,168457772,1,Rendah,0,Rendah,0
KTRK-101039,PT BitData Group,Pembelian,344,2023-03-13 0:00:00,2024-02-20 0:00:00,405087288,1,Rendah,0,Rendah,0
KTRK-101040,PT Solusi Digital Corp,Pengembangan,374,2024-01-16 0:00:00,2025-01-24 0:00:00,298430271,2,Rendah,0,Rendah,0
KTRK-101041,PT NetSol Solusindo,Pengembangan,576,2023-08-19 0:00:00,2025-03-17 0:00:00,384115120,2,Rendah,0,Rendah,0
KTRK-101042,PT NetSol Systems,Pengembangan,1030,2023-07-21 0:00:00,2026-05-16 0:00:00,457324997,2,Rendah,0,Rendah,0
KTRK-101043,PT Inovasi Digital Systems,Maintenance,650,2023-11-06 0:00:00,2025-08-17 0:00:00,146069847,0,Sedang,1,Sedang,1
KTRK-101044,PT Solusi Digital Internasional,Pengembangan,447,2024-12-10 0:00:00,2026-03-02 0:00:00,158263063,2,Rendah,0,Rendah,0
KTRK-101045,PT Digikarya Solusindo,Pengembangan,436,2024-02-19 0:00:00,2025-04-30 0:00:00,488661209,2,Rendah,0,Rendah,0
KTRK-101046,PT Indoinovasi Tbk,Maintenance,1074,2023-02-18 0:00:00,2026-01-27 0:00:00,441424645,0,Sedang,1,Sedang,1
KTRK-101047,PT Koneksi Global Corp,Pengembangan,185,2023-01-15 0:00:00,2023-07-19 0:00:00,270386889,2,Rendah,0,Rendah,0
KTRK-101048,PT Koneksi Global Internasional,Maintenance,492,2023-11-14 0:00:00,2025-03-20 0:00:00,131445953,0,Sedang,1,Sedang,1
KTRK-101049,PT NetSol Solusindo,Pengembangan,921,2023-05-17 0:00:00,2025-11-23 0:00:00,129293075,2,Rendah,0,Rendah,0
KTRK-101050,PT Sibernetika Corp,Pembelian,412,2024-11-01 0:00:00,2025-12-18 0:00:00,152007461,1,Rendah,0,Rendah,0
KTRK-101051,PT Sibernetika Corp,Pengembangan,536,2024-11-29 0:00:00,2026-05-19 0:00:00,453557830,2,Rendah,0,Rendah,0
KTRK-101052,PT NetSol Tbk,Maintenance,335,2023-09-25 0:00:00,2024-08-25 0:00:00,170172265,0,Sedang,1,Rendah,0
KTRK-101053,PT BitData Systems,Pembelian,846,2023-10-27 0:00:00,2026-02-19 0:00:00,117942092,1,Rendah,0,Rendah,0
KTRK-101054,PT Solusi Digital Group,Pembelian,442,2023-05-18 0:00:00,2024-08-02 0:00:00,206792575,1,Rendah,0,Rendah,0
KTRK-101055,PT BitData Tbk,Maintenance,583,2024-02-04 0:00:00,2025-09-09 0:00:00,254834940,0,Sedang,1,Sedang,1
KTRK-101056,PT Teknologi Nusantara Tbk,Maintenance,734,2024-03-10 0:00:00,2026-03-14 0:00:00,474331715,0,Sedang,1,Sedang,1
KTRK-101057,PT Komputasi Utama Tbk,Maintenance,894,2023-03-11 0:00:00,2025-08-21 0:00:00,407945820,0,Sedang,1,Sedang,1
KTRK-101058,PT Cakrawala Teknologi Systems,Maintenance,684,2024-04-17 0:00:00,2026-03-02 0:00:00,476467569,0,Sedang,1,Sedang,1
KTRK-101059,PT Komputasi Utama Group,Pembelian,635,2024-03-28 0:00:00,2025-12-23 0:00:00,422672878,1,Rendah,0,Rendah,0
KTRK-101060,PT Aksara Teknologi Solusindo,Pengembangan,624,2023-06-13 0:00:00,2025-02-26 0:00:00,100354744,2,Rendah,0,Rendah,0
KTRK-101061,PT Inovasi Digital Solusindo,Maintenance,858,2023-05-14 0:00:00,2025-09-18 0:00:00,246935911,0,Sedang,1,Sedang,1
KTRK-101062,PT Solusi Digital Solusindo,Pembelian,282,2024-04-11 0:00:00,2025-01-18 0:00:00,245427246,1,Rendah,0,Rendah,0
KTRK-101063,PT Solusi Digital Systems,Maintenance,581,2023-01-28 0:00:00,2024-08-31 0:00:00,428607106,0,Sedang,1,Rendah,0
KTRK-101064,PT Solusi Digital Tbk,Pengembangan,282,2023-08-18 0:00:00,2024-05-26 0:00:00,286168018,2,Rendah,0,Rendah,0
KTRK-101065,PT Mitra Satu Systems,Maintenance,525,2023-10-25 0:00:00,2025-04-02 0:00:00,266174930,0,Sedang,1,Sedang,1
KTRK-101066,PT Solusi Digital Systems,Maintenance,815,2023-08-10 0:00:00,2025-11-02 0:00:00,284618696,0,Sedang,1,Sedang,1
KTRK-101067,PT Aksara Teknologi Group,Pembelian,1047,2024-02-25 0:00:00,2027-01-07 0:00:00,497092016,1,Rendah,0,Rendah,0
KTRK-101068,PT Komputasi Utama Internasional,Maintenance,437,2024-04-02 0:00:00,2025-06-13 0:00:00,363543945,0,Sedang,1,Sedang,1
KTRK-101069,PT Inovasi Digital Corp,Pengembangan,205,2024-04-23 0:00:00,2024-11-14 0:00:00,112226200,2,Rendah,0,Rendah,0
KTRK-101070,PT Digikarya Internasional,Maintenance,971,2024-02-20 0:00:00,2026-10-18 0:00:00,396338769,0,Sedang,1,Sedang,1
KTRK-101071,PT Digikarya Systems,Maintenance,369,2024-07-30 0:00:00,2025-08-03 0:00:00,133218137,0,Sedang,1,Rendah,0
KTRK-101072,PT Aksara Teknologi Solusindo,Maintenance,384,2024-01-10 0:00:00,2025-01-28 0:00:00,264377301,0,Sedang,1,Rendah,0
KTRK-101073,PT Komputasi Utama Internasional,Pembelian,485,2023-03-16 0:00:00,2024-07-13 0:00:00,482488580,1,Rendah,0,Rendah,0
KTRK-101074,PT Inovasi Digital Systems,Pembelian,577,2024-01-16 0:00:00,2025-08-15 0:00:00,308778822,1,Rendah,0,Rendah,0
KTRK-101075,PT NetSol Tbk,Pengembangan,241,2024-01-06 0:00:00,2024-09-03 0:00:00,235349153,2,Rendah,0,Rendah,0
KTRK-101076,PT NetSol Solusindo,Maintenance,1064,2023-10-15 0:00:00,2026-09-13 0:00:00,242342323,0,Sedang,1,Sedang,1
KTRK-101077,PT Mitra Satu Internasional,Pembelian,1057,2023-01-13 0:00:00,2025-12-05 0:00:00,427216963,1,Rendah,0,Rendah,0
KTRK-101078,PT Digikarya Corp,Pengembangan,842,2023-08-23 0:00:00,2025-12-12 0:00:00,142603874,2,Rendah,0,Rendah,0
KTRK-101079,PT Sibernetika Internasional,Maintenance,893,2023-10-12 0:00:00,2026-03-23 0:00:00,304314495,0,Sedang,1,Sedang,1
KTRK-101080,PT Aksara Teknologi Systems,Pembelian,238,2024-11-03 0:00:00,2025-06-29 0:00:00,412690650,1,Rendah,0,Rendah,0
KTRK-101081,PT Inovasi Digital Solusindo,Maintenance,243,2023-07-19 0:00:00,2024-03-18 0:00:00,451312657,0,Sedang,1,Rendah,0
KTRK-101082,PT Indoinovasi Tbk,Maintenance,1084,2024-12-18 0:00:00,2027-12-07 0:00:00,382810875,0,Sedang,1,Sedang,1
KTRK-101083,PT Solusi Digital Solusindo,Pembelian,513,2023-04-01 0:00:00,2024-08-26 0:00:00,329906169,1,Rendah,0,Rendah,0
KTRK-101084,PT Komputasi Utama Systems,Pengembangan,691,2024-08-11 0:00:00,2026-07-03 0:00:00,251725502,2,Rendah,0,Rendah,0
KTRK-101085,PT Digikarya Tbk,Pembelian,770,2023-07-20 0:00:00,2025-08-28 0:00:00,455205334,1,Rendah,0,Rendah,0
KTRK-101086,PT NetSol Group,Pengembangan,607,2024-12-02 0:00:00,2026-08-01 0:00:00,154396622,2,Rendah,0,Rendah,0
KTRK-101087,PT Komputasi Utama Tbk,Pengembangan,401,2023-12-07 0:00:00,2025-01-11 0:00:00,329918107,2,Rendah,0,Rendah,0
KTRK-101088,PT BitData Solusindo,Pengembangan,329,2023-11-11 0:00:00,2024-10-05 0:00:00,406945529,2,Rendah,0,Rendah,0
KTRK-101089,PT NetSol Systems,Pengembangan,766,2024-01-30 0:00:00,2026-03-06 0:00:00,451549619,2,Rendah,0,Rendah,0
KTRK-101090,PT Koneksi Global Group,Pengembangan,466,2024-01-06 0:00:00,2025-04-16 0:00:00,369914973,2,Rendah,0,Rendah,0
KTRK-101091,PT Solusi Digital Corp,Maintenance,699,2023-07-28 0:00:00,2025-06-26 0:00:00,160936473,0,Sedang,1,Rendah,0
KTRK-101092,PT Teknologi Nusantara Systems,Pembelian,554,2024-03-20 0:00:00,2025-09-25 0:00:00,333168169,1,Rendah,0,Rendah,0
KTRK-101093,PT Sibernetika Group,Pembelian,673,2024-11-11 0:00:00,2026-09-15 0:00:00,300878157,1,Rendah,0,Rendah,0
KTRK-101094,PT NetSol Tbk,Pembelian,1046,2023-06-09 0:00:00,2026-04-20 0:00:00,286619758,1,Rendah,0,Rendah,0
KTRK-101095,PT Aksara Teknologi Tbk,Maintenance,630,2024-09-19 0:00:00,2026-06-11 0:00:00,341702278,0,Sedang,1,Sedang,1
KTRK-101096,PT Inovasi Digital Group,Pembelian,297,2024-02-14 0:00:00,2024-12-07 0:00:00,477905669,1,Rendah,0,Rendah,0
KTRK-101097,PT Cakrawala Teknologi Group,Pengembangan,510,2023-01-20 0:00:00,2024-06-13 0:00:00,462785500,2,Rendah,0,Rendah,0
KTRK-101098,PT Komputasi Utama Internasional,Pembelian,369,2024-06-29 0:00:00,2025-07-03 0:00:00,385246819,1,Rendah,0,Rendah,0
KTRK-101099,PT Indoinovasi Internasional,Pembelian,630,2023-07-25 0:00:00,2025-04-15 0:00:00,147031707,1,Rendah,0,Rendah,0
KTRK-101100,PT Teknologi Nusantara Systems,Maintenance,1040,2024-03-09 0:00:00,2027-01-13 0:00:00,468206371,0,Sedang,1,Tinggi,2
KTRK-101101,PT NetSol Solusindo,Pembelian,636,2023-10-31 0:00:00,2025-07-28 0:00:00,377413106,1,Rendah,0,Rendah,0
KTRK-101102,PT BitData Corp,Pembelian,713,2023-02-10 0:00:00,2025-01-23 0:00:00,355033562,1,Rendah,0,Rendah,0
KTRK-101103,PT Koneksi Global Group,Maintenance,920,2023-03-20 0:00:00,2025-09-25 0:00:00,332208561,0,Sedang,1,Sedang,1
KTRK-101104,PT Solusi Digital Solusindo,Maintenance,1020,2024-10-06 0:00:00,2027-07-23 0:00:00,188021513,0,Sedang,1,Rendah,0
KTRK-101105,PT Digikarya Systems,Maintenance,527,2024-12-15 0:00:00,2026-05-26 0:00:00,472278110,0,Sedang,1,Rendah,0
KTRK-101106,PT Digikarya Internasional,Pengembangan,958,2024-04-01 0:00:00,2026-11-15 0:00:00,275382273,2,Rendah,0,Rendah,0
KTRK-101107,PT Inovasi Digital Tbk,Maintenance,362,2024-11-27 0:00:00,2025-11-24 0:00:00,335949661,0,Sedang,1,Rendah,0
KTRK-101108,PT Sibernetika Internasional,Maintenance,909,2023-05-01 0:00:00,2025-10-26 0:00:00,147750467,0,Sedang,1,Sedang,1
KTRK-101109,PT Aksara Teknologi Systems,Maintenance,501,2024-11-16 0:00:00,2026-04-01 0:00:00,461956987,0,Sedang,1,Rendah,0
KTRK-101110,PT Cakrawala Teknologi Systems,Pembelian,744,2023-11-26 0:00:00,2025-12-09 0:00:00,455809582,1,Rendah,0,Rendah,0
KTRK-101111,PT Cakrawala Teknologi Group,Maintenance,767,2023-06-06 0:00:00,2025-07-12 0:00:00,267113431,0,Sedang,1,Sedang,1
KTRK-101112,PT Aksara Teknologi Solusindo,Maintenance,1036,2024-04-05 0:00:00,2027-02-05 0:00:00,450567943,0,Sedang,1,Sedang,1
KTRK-101113,PT Sibernetika Internasional,Maintenance,669,2024-01-27 0:00:00,2025-11-26 0:00:00,158979551,0,Sedang,1,Sedang,1
KTRK-101114,PT NetSol Solusindo,Pengembangan,1070,2024-11-18 0:00:00,2027-10-24 0:00:00,249030437,2,Rendah,0,Rendah,0
KTRK-101115,PT Aksara Teknologi Systems,Maintenance,587,2024-05-12 0:00:00,2025-12-20 0:00:00,409041795,0,Sedang,1,Rendah,0
KTRK-101116,PT BitData Tbk,Maintenance,281,2024-10-18 0:00:00,2025-07-26 0:00:00,486905814,0,Sedang,1,Rendah,0
KTRK-101117,PT Koneksi Global Internasional,Pengembangan,554,2024-10-17 0:00:00,2026-04-24 0:00:00,288369668,2,Rendah,0,Rendah,0
KTRK-101118,PT Teknologi Nusantara Solusindo,Maintenance,229,2024-08-09 0:00:00,2025-03-26 0:00:00,138077433,0,Sedang,1,Rendah,0
KTRK-101119,PT Komputasi Utama Systems,Maintenance,181,2024-02-24 0:00:00,2024-08-23 0:00:00,134822138,0,Sedang,1,Rendah,0
KTRK-101120,PT Mitra Satu Internasional,Pengembangan,304,2023-04-05 0:00:00,2024-02-03 0:00:00,388580895,2,Rendah,0,Rendah,0
KTRK-101121,PT Aksara Teknologi Solusindo,Pengembangan,967,2024-05-30 0:00:00,2027-01-22 0:00:00,408142951,2,Rendah,0,Rendah,0
KTRK-101122,PT Sibernetika Tbk,Pembelian,927,2024-12-25 0:00:00,2027-07-10 0:00:00,485545768,1,Rendah,0,Rendah,0
KTRK-101123,PT BitData Internasional,Pengembangan,524,2023-01-27 0:00:00,2024-07-04 0:00:00,459817383,2,Rendah,0,Rendah,0
KTRK-101124,PT Teknologi Nusantara Tbk,Maintenance,695,2024-08-15 0:00:00,2026-07-11 0:00:00,190474434,0,Sedang,1,Sedang,1
KTRK-101125,PT Aksara Teknologi Solusindo,Maintenance,747,2023-03-12 0:00:00,2025-03-28 0:00:00,245896340,0,Sedang,1,Sedang,1
KTRK-101126,PT Digikarya Systems,Pembelian,973,2024-12-02 0:00:00,2027-08-02 0:00:00,141930025,1,Rendah,0,Rendah,0
KTRK-101127,PT Cakrawala Teknologi Corp,Pembelian,988,2024-01-09 0:00:00,2026-09-23 0:00:00,352244822,1,Rendah,0,Rendah,0
KTRK-101128,PT Solusi Digital Tbk,Pengembangan,994,2024-01-23 0:00:00,2026-10-13 0:00:00,153340011,2,Rendah,0,Rendah,0
KTRK-101129,PT Inovasi Digital Internasional,Pengembangan,896,2024-04-03 0:00:00,2026-09-16 0:00:00,417834272,2,Rendah,0,Rendah,0
KTRK-101130,PT NetSol Internasional,Maintenance,710,2023-12-20 0:00:00,2025-11-29 0:00:00,454350925,0,Sedang,1,Sedang,1
